브랜드,상호,창업비용
베베드클린,(주)베베드클린,"75,150
(0.26)"
블럭팡,(주)더캠트사업본부,"65,780
(0.23)"
오르다코리아,(주)오르다코리아,"37,100
(0.13)"
와글아이,(주)아이들,"32,000
(0.11)"
오감캐슬,해담교육,"15,200
(0.05)"
홈오감놀이 노리들노리쌤,노리노리,"11,000
(0.04)"
꼬마숲 어린이집,(주)꼬망세네트웍스,"10,500
(0.04)"
맘앤맘마,맘앤맘마,"9,800
(0.03)"
평균,-,"49,650
(1.00)"
에이스합동공인중개사사무소,에이스합동공인중개사사무소,"97,350
(1.96)"
리맥스,(주)리맥스코리아,"51,900
(1.05)"
센추리21,(주)센추리21코리아,"45,200
(0.91)"
킹스마겐,킹스마겐글로벌(주),"43,900
(0.88)"
엠브이피빌딩닷컴,엠브이피빌딩중개프랜차이즈(주),"9,900
(0.20)"
평균,-,"133,542
(1.00)"
GARAGE KITCHEN(개러지키친),(주)개러지키친,"319,000
(2.39)"
모두의 주방,(주)모두벤쳐스,"275,000
(2.06)"
KITCHEN WORKS(키친웍스),(주)에스앤엘웍스,"178,008
(1.33)"
이랑한복,이랑한복,"169,200
(1.27)"
열공스터디카페,(주)열공스터디카페,"154,000
(1.15)"
알파박스(ALPHABOX),알파박스,"139,200
(1.04)"
플랜트,(주)플랜트스터디카페,"135,300
(1.01)"
스마트탑오피스,(주)에이치엠크리에이션,"134,800
(1.01)"
키친42,(주)시그널,"124,100
(0.93)"
플스빌,더캠트사업본부,"39,545
(0.30)"
피크닉109,씨제이컨설팅(주),"32,000
(0.24)"
쏘플 파티룸,(주)소셜패밀리,"19,400
(0.15)"
더프라자골프스튜디오,(주)더프라자,"16,500
(0.12)"
평균,-,"2,353,355
(1.00)"
로얄튤립,골든튤립코리아(주),"12,703,075
(5.40)"
골든튤립,골든튤립코리아(주),"8,743,075
(3.72)"
튤립인,골든튤립코리아(주),"8,308,575
(3.53)"
베스트루이스해밀턴호텔,(주)베스트루이스해밀턴디자인그룹,"5,463,500
(2.32)"
호텔더하운드(HOTEL THE HOUND),(주)야놀자에프앤지,"3,786,900
(1.61)"
야자,(주)야놀자에프앤지,"1,004,500
(0.43)"
브라운도트호텔,(주)야놀자에프앤지,"996,500
(0.42)"
비클래시(BE CLASSY),(주)쇼플레이스,"858,600
(0.36)"
낭만스테이,(주)아이센스에프앤비,"830,500
(0.35)"
호텔여기어때(HOTEL여기어때),(주)위드이노베이션,"818,500
(0.35)"
리조텔 거기조아,(주)리조텔,"802,600
(0.34)"
넘버25(NO.25),(주)야놀자에프앤지,"546,500
(0.23)"
호텔에비뉴(H AVENUE),(주)야놀자에프앤지,"457,250
(0.19)"
케이-게스트하우스(k-guesthouse),(주)나라365,"342,900
(0.15)"
호텔명품,엠에이치디자인그룹(주),"286,000
(0.12)"
얌(YAM),(주)야놀자에프앤지,"273,500
(0.12)"
휴식,(주)휴식,"266,840
(0.11)"
더블스테이,(주)더블스테이,"226,100
(0.10)"
작심하우스,(주)아이엔지스토리,"203,500
(0.09)"
게스트하우스포유,에스엠마스터(주),"148,200
(0.06)"
평균,-,"237,940
(1.00)"
키다모 키즈레스토랑,(주)케이앤엠파트너스,"410,850
(1.73)"
리틀마운틴,(주)리틀마운틴,"316,500
(1.33)"
엘뽀레,(주)킨더몬떼,"278,000
(1.17)"
꼬마대통령,(주)네오플레너스,"247,990
(1.04)"
에듀앤,에듀앤컴퍼니,"141,800
(0.60)"
노래하는크레용,(주)에듀프라임,"32,500
(0.14)"
평균,-,"204,672
(1.00)"
레전드히어로즈,(주)클라우드게이트,"953,300
(4.66)"
갤러리골프아카데미,(주)디비홀딩스,"745,315
(3.64)"
이룸골프,(주)이룸,"604,100
(2.95)"
랩스휘트니스,랩스컴퍼니,"603,570
(2.95)"
랩스,(주)더랩스코리아,"603,570
(2.95)"
골프존파크(GOLFZON PARK),(주)골프존,"525,550
(2.57)"
애니타임 피트니스,(주)모던휘트니스코리아,"521,150
(2.55)"
레전드야구존,(주)클라우드게이트,"451,500
(2.21)"
에이치엠풋살파크 (hm futsal park),(주)에이치엔에스,"441,100
(2.16)"
스트라이크존(STRIKEZON),(주)뉴딘콘텐츠,"437,780
(2.14)"
리얼야구존,(주)리얼야구존,"429,510
(2.10)"
파파골프,지엠에이(주),"384,300
(1.88)"
바디엔지니어스 24,바디엔지니어스,"369,700
(1.81)"
스매싱존,(주)티엘인더스트리,"369,050
(1.80)"
스마트짐,스마트짐,"346,500
(1.69)"
아이비키즈스포츠,(주)아이비그룹,"297,033
(1.45)"
바디채널(BODYCHANNEL),(주)바디채널,"289,120
(1.41)"
에소르핏,(주)47컴퍼니,"284,770
(1.39)"
4차원균형 다이어트요가,한국건강리더십교육원,"252,956
(1.24)"
스포애니,(주)케이디스포츠,"240,910
(1.18)"
지티에스(GTS)골프아카데미,(주)지티에스골프,"234,300
(1.14)"
팀윤짐플러스,(주)팀윤,"229,200
(1.12)"
브라보 퍼블릭 스크린골프,(주)퍼블릭스크린골프,"224,400
(1.10)"
비욘드바디,(주)비에이치디컴퍼니,"220,000
(1.07)"
킹콩로라,(주)친구사이,"215,880
(1.05)"
존케이지빌리어즈,노리인터랙티브(주),"214,871
(1.05)"
리윰필라테스,(주)이제이에이치앤씨,"210,810
(1.03)"
이야짐,(주)이야에듀,"203,000
(0.99)"
핏플러스휘트니스,(주)대성에프앤지,"202,500
(0.99)"
아놀드홍휘트니스,(주)티에이핏,"202,500
(0.99)"
렛츠팟(Letspot),(주)케이제이이노베이션,"199,100
(0.97)"
요조바디라인,요조홀딩스(주),"194,500
(0.95)"
머시써짐,머시써짐,"192,800
(0.94)"
포시즌필라테스,(주)소울앤바디,"188,560
(0.92)"
요가유즈바이필라테스,유즈필라테스,"180,200
(0.88)"
해피빌(happybil),(주)해피빌리어드,"174,040
(0.85)"
이야스위밍,(주)이야에듀,"172,200
(0.84)"
타겟골프(Target Golf),(주)모컴테크,"168,800
(0.82)"
W필라테스,W필라테스영통,"165,000
(0.81)"
스크린댄스방,(주)모컴테크,"162,900
(0.80)"
컬링당구,(주)모컴테크,"162,900
(0.80)"
여우공간필라테스,여우공간필라테스,"153,580
(0.75)"
코코필라테스,(주)코코컴퍼니,"152,700
(0.75)"
타워필라테스,타워아카데미,"148,000
(0.72)"
수성아트복싱클럽,수성아트복싱클럽체인본사,"142,800
(0.70)"
브라보캐롬클럽(BRAVO CAROM CLUB),(주)타임앤플레이스,"142,330
(0.70)"
벤투스CC,(주)타임앤플레이스,"142,330
(0.70)"
필라테스플랫폼,필라테스플랫폼,"140,030
(0.68)"
에소르핏더온필라테스,(주)47컴퍼니,"139,300
(0.68)"
폴인기구필라테스 & PT,폴인기구필라테스&PT,"137,280
(0.67)"
curves,(주)커브스코리아,"137,171
(0.67)"
퍼스트스킬,퍼스트스킬,"136,450
(0.67)"
공브라더스,(주)공브라더스,"134,180
(0.66)"
애니필라,(주)애니필라,"133,100
(0.65)"
핏걸,(주)핏걸,"132,395
(0.65)"
리본필라테스,리본필라테스,"127,850
(0.62)"
14일동안,(주)십사일동안,"125,500
(0.61)"
아메리카요가,(주)아메리카요가,"122,500
(0.60)"
모던필라테스MPI,(주)엠피아이모던필라테스,"121,000
(0.59)"
보니따필라테스,보니따필라테스수원망포점,"120,900
(0.59)"
스카이요가쿨라,스카이요가쿨라,"119,600
(0.58)"
아리아(ARIA)센터,(주)프랜조이,"117,700
(0.58)"
에스엔피이(SNPE) 바른자세척추운동,(주)한국바른자세연구원,"117,540
(0.57)"
나디아요가,나디아요가,"116,050
(0.57)"
월드클래스홀덤클럽,(주)제이와이케이,"115,000
(0.56)"
모던필라테스 부산경남지부,모던필라테스,"114,675
(0.56)"
점핑하이,(주)점핑하이,"113,300
(0.55)"
케이닥터바디시스템,(주)효전,"111,370
(0.54)"
아트필라테스(ARTPILATES),아트필라테스(ARTPILATES),"109,600
(0.54)"
이브필라테스,(주)이브필라테스,"108,900
(0.53)"
엘츠필라테스,(주)비엠코퍼레이션,"107,240
(0.52)"
킹콩점프,(주)친구사이,"106,000
(0.52)"
무토관,(주)무카스,"104,500
(0.51)"
몸이야,(주)몸이야,"103,409
(0.51)"
피크바이짐,피크바이짐영통점,"98,450
(0.48)"
굿볼스튜디오,굿볼아카데미(주),"96,500
(0.47)"
에이원테니스,에이원테니스,"93,530
(0.46)"
제로키니,제로키니,"90,900
(0.44)"
킴스요가,김성수요가,"81,400
(0.40)"
숨(S.U.M)댄스테라핏컴퍼니,숨(S.U.M)댄스테라핏컴퍼니,"78,570
(0.38)"
케어필라테스,빅사이트,"78,386
(0.38)"
작당,(주)올댓메이커,"61,600
(0.30)"
단월드,(주)단월드,"60,000
(0.29)"
스토래지 풋살,(주)에이블한,"53,460
(0.26)"
위드스포츠,위드컬쳐,"44,580
(0.22)"
점핑머신,점핑머신,"44,550
(0.22)"
펀앤점프줄넘기아카데미,펀앤점프줄넘기아카데미본사,"44,055
(0.22)"
팀터틀랫휘트니스,(주)티스포츠컴퍼니,"32,500
(0.16)"
복타,한국복타스포츠케어센터,"24,400
(0.12)"
전풋볼아카데미(JEON Football Academy),전풋볼아카데미(JEONFootballAcademy),"14,100
(0.07)"
평균,-,"124,973
(1.00)"
차홍아르더,(주)씨에이치인터내셔널,"565,000
(4.52)"
CHOPHAIR,씨에이치오피네이션,"393,000
(3.14)"
아이디헤어,(주)아이디뷰티,"366,300
(2.93)"
아이디헤어,(주)아이디뷰티,"366,300
(2.93)"
준오헤어,(주)준오뷰티,"360,000
(2.88)"
차홍룸(CHAHONG ROOM),(주)씨에이치인터내셔널,"353,000
(2.82)"
젠틀루뉴욕,(주)이엑스피코리아,"333,500
(2.67)"
하다,(주)고헤어,"333,500
(2.67)"
고정현헤어,(주)고헤어,"305,000
(2.44)"
순수,(주)순수패밀리,"291,700
(2.33)"
스파에이르,에이르랩,"279,100
(2.23)"
이경민포레,(주)포레,"275,200
(2.20)"
장루이다비드(Jean Louis David),(주)제이엘디케이,"267,400
(2.14)"
제니하우스(jennyhouse),(주)제니하우스,"256,500
(2.05)"
찰스리헤어테크,(주)찰스리,"238,900
(1.91)"
Du Sol Hair (두쏠헤어),(주)두쏠트렌드,"236,250
(1.89)"
아이벨르,(주)디이노,"232,750
(1.86)"
쟈끄데상쥬,(주)디이노,"232,750
(1.86)"
꾸아퍼스트,꾸아몽드(주),"231,700
(1.85)"
미즈노블,(주)미즈노블미용학원,"226,300
(1.81)"
스킨랩엘,(주)스파앤컨설팅,"224,953
(1.80)"
스파머시,(주)스파앤컨설팅,"224,953
(1.80)"
마끼에,(주)커커,"220,200
(1.76)"
라뷰티코아,(주)라뷰티코아,"219,100
(1.75)"
샹프리(SHANGPREE),(주)유알지,"218,500
(1.75)"
토리헤어,(주)토리,"213,900
(1.71)"
SBS아카데미뷰티스쿨,(주)미지에듀,"210,000
(1.68)"
프랑크프로보,(주)뷰쎄,"207,170
(1.66)"
김활란뮤제네프,(주)김활란뮤제네프,"207,000
(1.66)"
베이바이허슬기,(주)베이바이허슬기,"198,000
(1.58)"
벤자롱스파,제이엔씨벤자롱(주),"196,050
(1.57)"
이철헤어커커,(주)커커,"194,900
(1.56)"
박승철헤어스투디오,(주)피에스씨네트웍스,"194,900
(1.56)"
헤어그라피,(주)피에스씨네트웍스,"192,700
(1.54)"
버블스토리,(주)펀키즈코리아,"187,800
(1.50)"
modshair,(주)엠에이치프로페셔날,"187,000
(1.50)"
박준뷰티랩,(주)피엔제이,"184,900
(1.48)"
사틴헤어,(주)사틴,"182,100
(1.46)"
오캄(au calme),(주)뷰티끄레아,"180,600
(1.45)"
더세리(THE SERI),(주)세리앤코,"179,500
(1.44)"
ZS HAIR SALON (제트에스헤어살롱),ZAS,"179,400
(1.44)"
토니앤가이,(주)케이앤씨서비스,"175,000
(1.40)"
프리미엄살롱세종,(주)미용그룹세종,"173,740
(1.39)"
펠리아 뷰티살롱,(주)펠리아,"172,900
(1.38)"
헤어망고,(주)에이치엠코리아,"171,780
(1.37)"
이가자헤어비스,(주)뷰티끄레아,"169,600
(1.36)"
미인가,미인가,"166,900
(1.34)"
에센슈얼,(주)케이앤씨서비스,"164,500
(1.32)"
예신,(주)예신건강가꾸기,"164,175
(1.31)"
스파나무,(주)뷰티컴바인,"162,300
(1.30)"
크레이머파리헤어살롱,(주)크래이머코리아,"159,700
(1.28)"
머리샵,머리샵,"159,000
(1.27)"
최가을헤어드레서,(주)뷰티레이블,"157,400
(1.26)"
드라포레(De La foret),(주)포레,"153,000
(1.22)"
엘케이엠포레뷰티(LKM foret beauty),(주)포레,"153,000
(1.22)"
제오헤어,(주)뷰쎄,"149,920
(1.20)"
헤어팡팡,에스앤피컴퍼니,"146,400
(1.17)"
휴앤진,(주)휴앤진,"145,250
(1.16)"
더 크라이오테라피,(주)리얼야구존,"144,540
(1.16)"
아이벨르팜므(I Belle Femme),(주)디이노,"144,250
(1.15)"
라오나토뷰티스쿨,(주)미지에듀,"140,000
(1.12)"
로이드밤,(주)휴이엠컴퍼니,"136,400
(1.09)"
약손명가,(주)약손명가외1,"135,390
(1.08)"
키웰(KEYWELL),(주)사이,"131,800
(1.05)"
휴이엠헤어,(주)휴이엠컴퍼니,"129,800
(1.04)"
탑스칼프,비오엠코스메틱(주),"129,800
(1.04)"
리소헤어(LISOHAIR),(주)엘케이아이,"126,550
(1.01)"
닥터모다르,루브젯,"125,450
(1.00)"
디아르떼보스헤어,(주)휴이엠컴퍼니,"125,400
(1.00)"
골목미장원,골목뷰티,"124,350
(1.00)"
미플아미아,(주)미플네이처,"122,400
(0.98)"
닥터스칼프,(주)닥터스칼프,"122,000
(0.98)"
3.4.5 헤어살롱,(주)뷰티투웰브,"121,800
(0.97)"
더블유엠에스테틱두피센터,더블유엠에스테틱시지점,"121,150
(0.97)"
닥터포헤어,(주)휴메이저,"120,000
(0.96)"
시원하오,더케이웰니스,"116,400
(0.93)"
위뷰티,(주)위뷰티,"114,400
(0.92)"
마들렌 헤어,(주)서진컴퍼니,"114,100
(0.91)"
닥터모락,(주)닥터모락,"113,917
(0.91)"
부르힐에스테틱,브라이트피플,"110,800
(0.89)"
채에스테틱,(주)케이뷰티원,"110,600
(0.88)"
민낯뷰티,(주)블라썸클라우드,"109,250
(0.87)"
금단비가,(주)금단비가,"109,100
(0.87)"
아미치0.3,(주)다모생활건강,"106,800
(0.85)"
얼짱몸짱,(주)뷰피플,"105,100
(0.84)"
보그 (VOG),(주)브이오지코리아,"104,700
(0.84)"
라비앙르 로즈(LA VIE ENR ROSE),라비앙르로즈,"104,550
(0.84)"
지케이네일(GK네일),(주)위드코,"104,500
(0.84)"
하루두피 (Haru Scalp),(주)루틸코리아,"104,200
(0.83)"
이훈헤어칼라,(주)이연에프비,"104,000
(0.83)"
스킨포유,에스앤비코리아(주),"103,000
(0.82)"
오다헤어,(주)헤어플래닛,"101,800
(0.81)"
박공헤어,(주)피에스씨네트웍스,"101,470
(0.81)"
에스뷰테라,에스씨파트너스(주),"100,920
(0.81)"
결이고은 에스테틱,(주)결이고은,"100,250
(0.80)"
어반그라운드헤어(urbangroundhair),(주)가나안홀딩스,"99,980
(0.80)"
모양,(주)엠프파트너스,"99,350
(0.79)"
이진헤어,(주)이진뷰티,"99,350
(0.79)"
제니웨딩뷰티(jenny wedding beauty),(주)제니하우스,"99,200
(0.79)"
네일바이허슬기,(주)베이바이허슬기,"99,000
(0.79)"
리안,미창조(주),"98,450
(0.79)"
화사한,(주)화사한,"94,600
(0.76)"
조으다헤어,(주)조으다,"94,600
(0.76)"
지노헤어(XINO HAIR),(주)지노홀딩스,"93,750
(0.75)"
헤어아떼,(주)더비앤에이치,"93,530
(0.75)"
이환헤어궁,이환헤어궁,"93,500
(0.75)"
헤어12.5,(주)코아띠,"90,590
(0.72)"
헤어1380,(주)더비앤에이치,"90,580
(0.72)"
슈가헤어디자인숍(SUGAR HAIR DESIGN SHOP),(주)지노홀딩스,"90,550
(0.72)"
헤어팰리스(Hair Palace),로얄파트너스(주),"87,500
(0.70)"
슈슈앤쎄씨,(주)슈슈코스메틱,"86,900
(0.70)"
스위스익스필,스위스익스필,"86,500
(0.69)"
레드폴바버샵,(주)레드폴바버샵,"85,500
(0.68)"
반디인하우스,뷰티경영연구소,"84,285
(0.67)"
미랑컬헤어,아름네트웍스(주),"83,500
(0.67)"
리벨로 바버샵,(주)벨로벨라,"82,850
(0.66)"
론썸헤이드,론썸헤이드,"82,651
(0.66)"
헤어7반장,(주)코아띠,"82,180
(0.66)"
에이치스타일(H-STYLE),로얄파트너스(주),"82,000
(0.66)"
닥터수,(주)닥터수,"80,450
(0.64)"
엣지태닝,엣지태닝가맹본부,"77,890
(0.62)"
헤어아티스트엠,(주)헤어아티스트엠,"77,050
(0.62)"
늘담빛,와이에스아이네트웍스,"77,000
(0.62)"
커틸다헤어살롱,㈜열펌공화국,"75,450
(0.60)"
라트리헤어,(주)라트리컴퍼니,"72,840
(0.58)"
큐헤어(Q HAIR),(주)큐에이치,"72,300
(0.58)"
헤솔두피클리닉스,(주)에코마인,"71,000
(0.57)"
미더베스트(美THE BEST),플랜아우어(PLAN.OUR),"70,400
(0.56)"
그리니쉬,그리니쉬네일,"70,100
(0.56)"
포쉬네일,아름다운비젼,"69,900
(0.56)"
미휴,카이스트제1호연구소기업엠피위즈(주),"69,825
(0.56)"
칩꾸아프,플랑크타임(주),"66,000
(0.53)"
핸팅(HANDTING),(주)핸팅,"63,600
(0.51)"
시카고왁싱,엠제이부티끄(주),"63,050
(0.50)"
코라인(KOHRAIN),KOHRAIN코라인,"61,050
(0.49)"
계서은제이르,계서은제이르,"60,550
(0.48)"
블루클럽,(주)토마토디앤씨,"60,150
(0.48)"
칼라스파,(주)디에스그룹,"58,300
(0.47)"
솔루미에스테,㈜지앤제이,"58,000
(0.46)"
이미호아이래쉬(이미호eyelash),이미호아이래쉬,"57,970
(0.46)"
살롱에이(salon a),(주)키애듀팩토리,"57,100
(0.46)"
네일닥터(Nail Doctor),(주)네일닥터,"55,750
(0.45)"
김찬월가모,(주)김찬월가모랩,"55,000
(0.44)"
자미한,자미한미용학원,"55,000
(0.44)"
블랭크유(BLANKYOU),(주)수이비뷰티컴퍼니,"53,600
(0.43)"
팩하우스,(주)인트코퍼레이션,"53,081
(0.42)"
르아르채(LEARECHE),(주)더뷰티,"52,600
(0.42)"
뉴욕비비,(주)뷰티베리,"50,050
(0.40)"
스타일맨,(주)제이엠헤어존,"49,400
(0.40)"
나이스가이,(주)정우인터내셔널,"49,300
(0.39)"
엉클부스,엉클부스,"46,000
(0.37)"
누누,누누,"44,350
(0.35)"
엔네일,엔네일춘천지점,"43,570
(0.35)"
레드美컬,레드헤어,"42,150
(0.34)"
뽑자 슈가링,비에프오코리아(B.F.OKOREA),"41,235
(0.33)"
엘슈빗,신승원컷앤컷,"39,150
(0.31)"
제이로랑,로랑뷰티,"39,100
(0.31)"
헬로우컷,에이치앤씨(H&C),"38,000
(0.30)"
골든네일,(주)플랜에이컴퍼니,"36,600
(0.29)"
루루앤아이래쉬,루루앤아이래쉬,"35,936
(0.29)"
레드헤어 COOL,레드헤어,"35,880
(0.29)"
김송정머리터,김송정머리터,"35,750
(0.29)"
에즈헤어라운지,(주)디피플,"35,580
(0.28)"
탈모야안녕,탈모야안녕,"35,377
(0.28)"
유미코리아뷰티,(주)한국미용전문그룹유미코리아,"34,550
(0.28)"
더맑은스킨,(주)플랜에이컴퍼니,"33,650
(0.27)"
네일블룸,비엔티에프앤씨,"31,819
(0.25)"
빨간코끼리,빨간코끼리(R&E),"31,320
(0.25)"
염색이야기,우리들체인,"28,560
(0.23)"
몰디브태닝,몰디브태닝컴퍼니,"28,500
(0.23)"
구피샵,(주)에스엘에스탑,"28,420
(0.23)"
티나스타일,티나스타일,"27,500
(0.22)"
어퍼컷,(주)정우인터네셔날,"24,000
(0.19)"
세이프존,(주)엑손알앤디,"23,800
(0.19)"
디탐(D.Tam),디탐,"20,960
(0.17)"
요조바디라인,(주)제이어포드,"18,500
(0.15)"
가인미가,(주)가인미가그룹,"16,500
(0.13)"
우먼홈케어,우먼홈케어,"7,870
(0.06)"
브로우돌(Brow-Doll),브로우돌,"6,600
(0.05)"
RADO,이엘뷰티미용재료,"6,000
(0.05)"
에리카헤어,(주)에리카,"0
(0.00)"
평균,-,"91,554
(1.00)"
킹콩샤워,(주)킹콩샤워,"599,000
(6.54)"
오토큐(AUTO Q),기아자동차(주),"431,199
(4.71)"
블루핸즈(bluehands),현대자동차(주),"330,000
(3.60)"
오토앤(auto&),오토앤(주),"302,027
(3.30)"
티스테이션,한국타이어앤테크놀로지(주),"207,700
(2.27)"
1991모터스,1991모터스,"148,200
(1.62)"
카메오랩,삼정카메오,"137,500
(1.50)"
SPEEDMATE,SK네트웍스(주),"134,800
(1.47)"
카스페이스(CAR SPACE),카스페이스,"121,600
(1.33)"
VXST(버텍스 스팀),라미CNP(주),"120,750
(1.32)"
브이쿨,(주)지알테크,"105,403
(1.15)"
아이나비프리미엄스토어,팅크웨어(주),"104,900
(1.15)"
디테일링(detailing),오토앤(주),"104,059
(1.14)"
Circle AUTO TAG,(주)나인서클코리아,"102,400
(1.12)"
쌔카스팀세차,(주)쌔카에스,"95,500
(1.04)"
어제스트,(주)어제스트,"95,180
(1.04)"
TS협력자동차검사소,한국교통안전공단,"92,400
(1.01)"
모토키이(motokii),모토키이(motokii),"90,800
(0.99)"
오토카지(Autocarz),(주)오토카지,"89,000
(0.97)"
갓차,(주)갓차,"88,850
(0.97)"
글로벌자동차유리,(주)지에이엠지,"85,900
(0.94)"
autoOasis(오토오아시스),지에스엠비즈(주),"84,900
(0.93)"
에스로드,(주)에스엔티,"84,000
(0.92)"
스미스클럽,(주)스미스클럽,"81,260
(0.89)"
럭스서비스,럭스서비스(LUXEservice)본점,"79,800
(0.87)"
소낙스서비스,(주)알레스,"77,346
(0.84)"
골드엠,골드엠,"77,000
(0.84)"
도도세차,S.I인터내셔널,"77,000
(0.84)"
마스타,마스타자동차관리(주),"76,700
(0.84)"
마스타,마스타자동차관리(주),"76,700
(0.84)"
이지씨에스스팀파워(EGCS Steam Power),(주)에코그린카스토리,"75,700
(0.83)"
지족스(G'ZOX),오토앤(주),"75,050
(0.82)"
틴트어카,(주)틴트어카코리아,"74,049
(0.81)"
티앤씨자동차외형복원,티앤씨자동차외형복원,"73,920
(0.81)"
수파가드(Supagard),동화피앤디,"73,300
(0.80)"
Detailer明(디테일러명),(주)디테일러명,"72,650
(0.79)"
복원달인,(주)에스시알엠,"72,500
(0.79)"
스팀보이게러지,(주)스팀보이게러지,"69,500
(0.76)"
크린테크,(주)크린모어,"65,000
(0.71)"
내차를부탁해,내차를부탁해,"63,600
(0.69)"
덱스워시,(주)덱스크루,"62,100
(0.68)"
쉴드샵,쉴드샵,"58,000
(0.63)"
플레이앤드,플레이앤드,"56,020
(0.61)"
덱스크루(DEX CREW),(주)덱스크루,"56,020
(0.61)"
ECO CLEAN,(주)에코클린,"55,100
(0.60)"
공임나라,(주)자동차공임나라,"50,800
(0.55)"
세차라운지1944,만호CS,"47,550
(0.52)"
매직터치,(주)엠티덴트테크,"44,800
(0.49)"
탑앤존,디티코리아,"39,850
(0.44)"
스팀맨,(주)창업맨,"38,500
(0.42)"
지바트,(주)지코프로,"38,350
(0.42)"
메이저카,(주)메이저카,"34,650
(0.38)"
에쓰-오일(S-OIL)슈퍼워시(SUPERWASH),오토앤(주),"32,700
(0.36)"
엠팸,(주)엠팸,"29,000
(0.32)"
쌍둥이출장세차,대구쌍둥이밧데리본점,"28,000
(0.31)"
카앤피플,(주)카앤피플,"20,380
(0.22)"
카핏,(주)글로씨,"20,300
(0.22)"
투투정비서비스,투투정비서비스(주),"11,000
(0.12)"
바름정비,(주)바름파트너스,"10,650
(0.12)"
스팀크루,스팀크루본부,"9,900
(0.11)"
카젠,(주)카젠,"4,400
(0.05)"
레디카,마스타자동차관리(주),"1,353
(0.01)"
레디카,마스타자동차관리(주),"1,353
(0.01)"
카포스,한국자동차전문정비사업조합연합회,"0
(0.00)"
평균,-,"167,487
(1.00)"
크리드 PC,(주)크리드,"337,400
(2.01)"
셰프PC카페,(주)케이엠씨,"330,800
(1.98)"
인디고 피씨 카페(INDIGO PC CAFE),(주)티앤지에프씨,"295,900
(1.77)"
3에스피씨(3S PC),(주)엠케이디엔씨,"291,720
(1.74)"
플레이존PC,(주)이웍스커뮤니케이션,"263,700
(1.57)"
크레인피씨(크레인PC),(주)아르떼에프앤씨,"239,500
(1.43)"
탑플레이스피씨존(탑플레이스PCZONE),(주)탑플레이트에프씨,"233,000
(1.39)"
리얼피씨존(REAL PC ZONE),(주)리얼야구존,"218,047
(1.30)"
시그니처 아레나 PC방,(주)아레나,"201,300
(1.20)"
글로버 PC랩,글로버,"201,300
(1.20)"
제너스 PC,(주)도담에프앤비,"194,200
(1.16)"
욜로PC방,(주)욜로에프앤씨,"190,600
(1.14)"
제스트PC방,제스트에프씨(주),"187,880
(1.12)"
더토랑,(주)토랑에프씨,"183,444
(1.10)"
pc토랑,(주)토랑에프씨,"183,444
(1.10)"
시즌원PC방,㈜더베스트,"179,300
(1.07)"
샹떼피시방,(주)참인포텍,"177,100
(1.06)"
크라우드PC방,(주)크라우드팩토리,"177,100
(1.06)"
철구PC,(주)씨구파트너스,"169,750
(1.01)"
라이또PC방,(주)라이또에프앤씨,"167,620
(1.00)"
IRIS POP(아이리스팝),(주)쿠키소프트,"159,500
(0.95)"
헌터피씨,(주)플랫폼즈,"157,300
(0.94)"
해피로PC,(주)휴링크에프씨,"155,422
(0.93)"
온스테이지PC,(주)휴링크에프씨,"155,422
(0.93)"
스타덤PC,(주)포메이션투,"151,900
(0.91)"
KSTAR PC CAFÉ (케이스타피씨카페),스타에프앤씨(주),"148,500
(0.89)"
스토리PC,(주)트라이앵글스토리,"148,000
(0.88)"
피에스타PC방,(주)미라크,"147,750
(0.88)"
아이센스리그PC방,㈜아이센스에프앤비,"146,000
(0.87)"
아이센스리그PC방,(주)아이센스에프앤씨,"146,000
(0.87)"
제로100피씨(ZERO100PC),부만사(주),"144,100
(0.86)"
세븐스타PC방,(주)루센트,"143,800
(0.86)"
오셀롯(OCELOT),(주)놀숲,"142,500
(0.85)"
에코스PC방,(유)에코에프엔씨,"140,500
(0.84)"
맥스피드PC,(주)에스티피아이앤씨,"132,550
(0.79)"
피디에스PC방,(주)씨와이에프앤씨,"130,900
(0.78)"
시즌아이피시(PC)방,(주)맥스원이링크,"129,600
(0.77)"
고스트캐슬,(주)엔컴플러스,"122,000
(0.73)"
아이센스PC방,(주)아이센스에프앤씨,"121,000
(0.72)"
더캠프피씨방(더캠프PC방),(주)더캠프,"114,400
(0.68)"
레드피씨존(RED PC ZONE),(주)팀에프지,"110,000
(0.66)"
라이온시티피씨,(주)라이온에프지,"100,100
(0.60)"
더엑스쿡PC방,(주)동보에프앤비,"45,650
(0.27)"
쇼타임크루 PC COOK,(주)글로리아에프아이,"12,700
(0.08)"
쇼타임피시앤카페,(주)쇼타임글로벌,"8,250
(0.05)"
평균,-,"251,104
(1.00)"
수노래연습장,(주)우리모두브라보,"898,329
(3.58)"
EVR 그라운드,(주)리앤팍스,"402,521
(1.60)"
락휴노래타운,(주)대승인터컴,"376,500
(1.50)"
홈즈앤루팡 보드게임카페,(주)홈즈앤루팡,"294,500
(1.17)"
히어로보드게임카페,(주)펀코리아,"283,590
(1.13)"
레드버튼(RedButton),(주)레드버튼,"279,930
(1.11)"
오라구코인노래연습장,오라구,"182,080
(0.73)"
슈퍼스타코인노래연습장,엔씨엔터(주),"172,810
(0.69)"
락휴노래연습장,(주)대승인터컴,"171,000
(0.68)"
세븐스타코인노래연습장,(주)루센트,"159,900
(0.64)"
